player_name,date,overall_level,overall_xp,overall_rank,attack_level,attack_xp,attack_rank,defence_level,defence_xp,defence_rank,strength_level,strength_xp,strength_rank,hitpoints_level,hitpoints_xp,hitpoints_rank,ranged_level,ranged_xp,ranged_rank,prayer_level,prayer_xp,prayer_rank,magic_level,magic_xp,magic_rank,cooking_level,cooking_xp,cooking_rank,woodcutting_level,woodcutting_xp,woodcutting_rank,fletching_level,fletching_xp,fletching_rank,fishing_level,fishing_xp,fishing_rank,firemaking_level,firemaking_xp,firemaking_rank,crafting_level,crafting_xp,crafting_rank,smithing_level,smithing_xp,smithing_rank,mining_level,mining_xp,mining_rank,herblore_level,herblore_xp,herblore_rank,agility_level,agility_xp,agility_rank,thieving_level,thieving_xp,thieving_rank,slayer_level,slayer_xp,slayer_rank,farming_level,farming_xp,farming_rank,runecraft_level,runecraft_xp,runecraft_rank,hunter_level,hunter_xp,hunter_rank,construction_level,construction_xp,construction_rank,sailing_level,sailing_xp,sailing_rank,abyssal_sire_kc,abyssal_sire_rank,alchemical_hydra_kc,alchemical_hydra_rank,amoxliatl_kc,amoxliatl_rank,araxxor_kc,araxxor_rank,artio_kc,artio_rank,barrows_chests_kc,barrows_chests_rank,bryophyta_kc,bryophyta_rank,callisto_kc,callisto_rank,calvarion_kc,calvarion_rank,cerberus_kc,cerberus_rank,chambers_of_xeric_kc,chambers_of_xeric_rank,chambers_of_xeric_challenge_mode_kc,chambers_of_xeric_challenge_mode_rank,chaos_elemental_kc,chaos_elemental_rank,chaos_fanatic_kc,chaos_fanatic_rank,commander_zilyana_kc,commander_zilyana_rank,corporeal_beast_kc,corporeal_beast_rank,crazy_archaeologist_kc,crazy_archaeologist_rank,dagannoth_prime_kc,dagannoth_prime_rank,dagannoth_rex_kc,dagannoth_rex_rank,dagannoth_supreme_kc,dagannoth_supreme_rank,deranged_archaeologist_kc,deranged_archaeologist_rank,doom_of_mokhaiotl_kc,doom_of_mokhaiotl_rank,duke_sucellus_kc,duke_sucellus_rank,general_graardor_kc,general_graardor_rank,giant_mole_kc,giant_mole_rank,grotesque_guardians_kc,grotesque_guardians_rank,hespori_kc,hespori_rank,kalphite_queen_kc,kalphite_queen_rank,king_black_dragon_kc,king_black_dragon_rank,kraken_kc,kraken_rank,kree_arra_kc,kree_arra_rank,kril_tsutsaroth_kc,kril_tsutsaroth_rank,lunar_chests_kc,lunar_chests_rank,mimic_kc,mimic_rank,nex_kc,nex_rank,nightmare_kc,nightmare_rank,phosanis_nightmare_kc,phosanis_nightmare_rank,obor_kc,obor_rank,phantom_muspah_kc,phantom_muspah_rank,sarachnis_kc,sarachnis_rank,scorpia_kc,scorpia_rank,scurrius_kc,scurrius_rank,skotizo_kc,skotizo_rank,sol_heredit_kc,sol_heredit_rank,spindel_kc,spindel_rank,tempoross_kc,tempoross_rank,gauntlet_kc,gauntlet_rank,corrupted_gauntlet_kc,corrupted_gauntlet_rank,hueycoatl_kc,hueycoatl_rank,leviathan_kc,leviathan_rank,royal_titans_kc,royal_titans_rank,whisperer_kc,whisperer_rank,theatre_of_blood_kc,theatre_of_blood_rank,theatre_of_blood_hard_mode_kc,theatre_of_blood_hard_mode_rank,thermonuclear_smoke_devil_kc,thermonuclear_smoke_devil_rank,tombs_of_amascut_kc,tombs_of_amascut_rank,tombs_of_amascut_expert_mode_kc,tombs_of_amascut_expert_mode_rank,tzkal_zuk_kc,tzkal_zuk_rank,tztok_jad_kc,tztok_jad_rank,vardorvis_kc,vardorvis_rank,venenatis_kc,venenatis_rank,vetion_kc,vetion_rank,vorkath_kc,vorkath_rank,wintertodt_kc,wintertodt_rank,yama_kc,yama_rank,zalcano_kc,zalcano_rank,zulrah_kc,zulrah_rank
Birdiez,2025-12-09,1862,65640567,702529,80,1989343,1323117,80,2106479,1081310,89,4895853,1233776,90,5631513,1138391,92,7139579,886828,70,773531,1237048,87,4108363,1137763,84,3167081,804767,72,903782,1351456,69,680848,1422758,80,2119490,730169,76,1447909,1181467,88,4489153,404355,79,1937709,597066,79,1882430,752719,79,1855481,594445,82,2665889,373106,93,7653547,236383,66,520971,1422282,80,2113583,814592,80,1994835,372563,85,3265077,356244,81,2298121,694290,1,0,-1,0,,29,135197.0,0,,0,,109,504210.0,0,,0,,0,,0,,0,,6,86990.0,0,,0,,0,,0,,0,,0,,82,420738.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,153,111468.0,0,,0,,0,,0,,0,,0,,0,,0,,70,195089.0,0,,0,,0,,0,,40,589435.0,0,,26,249888.0,0,,0,,183,111696.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,50,611612.0,71,1082378.0,0,,0,,0,
Salsa3ggroll,2025-12-09,1862,65948855,702522,85,3281780,969751,85,3280082,883317,85,3512718,1380629,88,4705579,1236276,84,3065791,1337623,86,3620546,380758,85,3386840,1245422,99,13042037,385218,77,1556798,941000,85,3414345,608453,68,613834,1495944,80,1988682,1060538,80,1993262,700153,75,1224578,786490,74,1097059,1057805,80,1986180,578142,75,1257016,780569,81,2203050,536916,81,2414892,783645,88,4619031,570655,66,508673,775637,74,1175163,759651,80,2000919,722751,1,0,-1,0,,0,,0,,0,,9,1105321.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,88,263103.0,16,357574.0,11,651434.0,10,311412.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,49,1270624.0,0,,0,,10,512959.0
Afkk,2025-12-09,1862,65966085,702521,80,2045762,1262567,77,1483347,1312435,93,7668427,952148,89,5282904,1173591,76,1368441,1840624,70,805901,1176189,89,4894766,1059156,87,3981352,723899,78,1670774,901839,77,1587325,914194,82,2553195,629577,90,5352161,614915,86,3606629,463599,75,1222026,788787,80,2076964,696652,76,1372784,710094,73,994915,993970,86,3877845,382034,83,2727715,741715,93,7774016,426350,68,607838,709762,80,2011443,545674,73,999555,849055,1,0,-1,0,,0,,0,,0,,116,484422.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,89,406489.0,0,,0,,0,,0,,0,,31,400304.0,0,,62,197326.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,81,355582.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,272,473546.0,0,,0,,0,
FICO Score,2025-12-09,1868,66331165,689785,80,2112197,1236529,80,2070545,1099363,91,6222243,1060128,90,5518767,1149501,86,3682486,1232421,72,928968,1084042,86,3789456,1177973,83,2826680,839021,79,1926408,834754,78,1661894,896687,84,2954265,561845,90,5663780,559659,82,2510891,586384,73,1062491,876050,84,3047398,532584,77,1557155,680897,74,1105514,892350,74,1133816,842101,83,2910563,720216,96,9799855,380541,69,725804,657338,81,2302842,483471,71,816705,927997,5,442,487204,0,,3,,0,,0,,100,533918.0,0,,0,,2,,0,,0,,0,,0,,3,,0,,0,,6,546695.0,5,484258.0,138,322909.0,1,,19,307171.0,0,,0,,0,,0,,1,,121,62899.0,0,,27,565459.0,0,,0,,0,,108,146301.0,0,,0,,0,,0,,0,,0,,0,,0,,4,,0,,12,438486.0,0,,0,,176,138598.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,275,468958.0,0,,0,,0,
HLOLIGAN,2025-12-09,1862,65648228,702528,89,5265956,803238,78,1630342,1280411,91,6336161,1051334,91,6382048,1069455,89,4887358,1099417,74,1131639,973832,83,2915654,1346487,70,761785,1700389,78,1654015,907413,72,953615,1153591,76,1351426,967181,80,2031063,1018759,88,4552789,401493,74,1102472,856146,79,1895197,750294,78,1754525,615429,73,1085420,909230,86,3771369,386628,81,2316139,797755,90,5502286,521438,82,2655209,300743,89,4945726,256634,70,766034,1024740,1,0,-1,0,,0,,0,,0,,0,,0,,0,,0,,0,,13,291954.0,0,,0,,0,,0,,0,,0,,0,,173,273463.0,35,345395.0,0,,0,,0,,0,,0,,0,,60,204155.0,0,,0,,0,,0,,13,304314.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,108,888978.0,0,,0,,0,
apollosmad,2025-12-09,2272,269353126,105027,99,13983141,287495,98,12586930,413385,99,17215948,279767,99,22302555,350631,98,12201062,652248,94,8629022,226918,99,13270215,447113,99,13262197,212538,99,13376454,132304,99,13298352,103006,99,13382162,84208,99,13057930,276456,99,13109392,176220,94,7975431,168954,99,13111439,136879,90,5427967,287022,95,9481856,131567,88,4691669,350457,99,13232625,191678,99,14122962,182385,95,9195518,126428,95,9114757,159228,84,3159974,356597,54,163568,222480,115,226893.0,43,99121.0,211,132106.0,0,,42,781137.0,5,346695.0,0,,0,,643,127234.0,0,,0,,0,,3,,0,,0,,0,,18,404711.0,21,600046.0,15,414118.0,0,,0,,374,57003.0,19,436494.0,25,454781.0,138,152527.0,54,231977.0,7,328800.0,73,376727.0,1977,145190.0,0,,3,,82,175262.0,0,,0,,0,,0,,4,,121,107507.0,121,116377.0,0,,666,21940.0,0,,43,104894.0,0,,0,,100,284376.0,7,308828.0,39,234116.0,25,172386.0,40,71750.0,2,,451,19401.0,0,,0,,871,84536.0,7,293070.0,0,,0,,1,,659,46157.0,1,,0,,602,155930.0,547,226015.0,0,,6,329495.0,52,435733.0
su l ak,2025-12-09,2263,279151598,111340,98,12792656,472294,94,8305361,509010,99,14739897,378589,99,23284969,327800,99,22675833,262117,99,13037685,179104,99,16732996,238907,99,13057788,344140,95,9065437,291250,99,13065381,191434,99,13035474,169087,95,9328277,441277,99,13044385,211482,99,13034956,140028,99,13119796,135163,90,5646792,257932,94,8432726,138526,91,6104405,289421,94,8125955,369349,99,13098980,314012,99,13064911,82654,99,13037564,128147,85,3273861,339148,41,45513,304718,0,,6,236868.0,232,126669.0,806,18147.0,111,498436.0,6,279878.0,0,,1,,150,272139.0,136,132909.0,29,56551.0,25,196356.0,25,260838.0,26,252323.0,3,,10,505455.0,14,420136.0,9,657470.0,16,408366.0,25,284660.0,0,,66,131440.0,657,67917.0,88,262857.0,144,148063.0,52,242978.0,256,69783.0,45,472216.0,102,536572.0,44,167077.0,25,260402.0,25,331944.0,2,153055.0,7,205706.0,0,,0,,5,435449.0,371,37308.0,26,302958.0,1,,23,358092.0,0,,17,350965.0,0,,394,31313.0,50,513742.0,13,247605.0,52,219618.0,0,,1,,108,165786.0,16,74380.0,0,,0,,119,252514.0,54,119763.0,49,102876.0,0,,2,,1,,20,193119.0,0,,282,286908.0,332,409775.0,176,55367.0,63,172017.0,328,274439.0
Iron shops,2025-12-09,2265,277332373,109918,99,13367068,347327,99,13112035,350690,99,18571062,246974,99,29452484,220190,99,28654172,189981,94,8637765,226875,99,16716145,239437,99,13102543,282605,89,5175834,421657,90,5707478,451994,92,6847531,272755,99,13168260,180187,94,8349867,269382,90,5413081,232148,92,6717053,288707,94,8243701,185103,85,3322059,308688,99,18352944,34619,99,16248028,103377,99,13159326,295887,86,3719062,233975,80,2073214,528372,99,13156000,77699,91,6065661,32990,1041,75323.0,86,47979.0,225,128455.0,3,,610,79856.0,5,382836.0,0,,132,96209.0,1403,46956.0,1,,0,,1,,1,,1,,0,,22,412903.0,134,204392.0,322,151993.0,126,208266.0,25,264688.0,0,,1,,615,74019.0,93,257362.0,175,127675.0,128,56001.0,62,192838.0,50,453390.0,1271,237215.0,2,,136,113661.0,555,3080.0,0,,0,,0,,0,,5,405862.0,543,20051.0,227,74728.0,1,,40,277198.0,0,,15,383998.0,0,,1,,124,216941.0,52,69789.0,257,121635.0,74,83471.0,1,,108,165587.0,1,,0,,0,,355,165857.0,1,,0,,0,,2,,1,,0,,0,,670,138981.0,615,112635.0,0,,0,,1776,62884.0
Erycorn,2025-12-09,2265,274526986,109929,99,13187816,379528,99,13592168,269747,99,13784975,459667,99,15704815,551540,94,8565580,800311,88,4527534,336791,90,5800492,977633,99,20539564,39984,99,13829262,94538,99,13037414,247419,99,13217359,97398,99,13039204,353492,94,8524500,266442,87,4130416,310035,99,13366371,105010,97,11789470,156280,90,5346392,200394,88,4797118,348077,99,13115785,202768,99,41735191,13732,84,3036281,278783,99,13042182,122713,90,5413369,193169,76,1403728,107616,0,,20,176714.0,5,208680.0,1,,25,915081.0,1,,0,,25,197950.0,25,335818.0,0,,0,,30,149527.0,26,210419.0,51,206450.0,0,,26,304061.0,106,232638.0,105,376692.0,116,218244.0,25,192987.0,0,,1,,51,348751.0,51,329033.0,75,221256.0,282,10875.0,25,264735.0,127,272017.0,1351,224354.0,1,,28,253316.0,88,167269.0,0,,0,,0,,0,,8,216447.0,0,,28,289249.0,26,154608.0,56,226015.0,0,,7,542532.0,0,,20,137422.0,10,921511.0,0,,0,,63,94394.0,1,,6,341140.0,1,,0,,0,,775,94809.0,0,,0,,0,,1,,1,,0,,0,,50,590893.0,520,269125.0,0,,25,255254.0,50,440019.0
kirakino,2025-12-09,2267,271489291,108504,99,16670123,174193,99,13055719,375648,99,13247436,559198,99,18823592,445825,99,13059556,612348,99,13035395,189711,99,14339359,346503,99,13094119,290791,99,13864629,92714,99,13122351,148204,83,2722509,596890,99,13045452,321568,99,13182159,154314,99,13059667,116614,99,13117409,135642,99,13043518,131701,84,3100424,334859,99,17404176,39492,71,829416,1216936,99,14059850,185865,65,456136,828915,99,13035120,134466,93,7257188,159929,89,4863988,44592,0,,0,,0,,0,,43,772536.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,22,473429.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,132,200741.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,529,255325.0,0,,90,141732.0,1,
Chyyyyyna,2025-12-09,1295,16841654,1842135,75,1210523,1692244,70,744719,1847144,83,2677006,1525298,81,2276765,1672032,82,2583216,1426733,70,738009,1447684,82,2423625,1462546,1,-1,-1,65,449460,-1,65,451470,1622319,70,745394,1346498,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,59,249975,1474547,75,1309430,1015485,1,-1,-1,1,-1,-1,51,120233,1704221,1,-1,-1,1,0,-1,0,,0,,0,,0,,0,,8,192057.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S ILENCIO,2025-12-09,1295,16648007,1842142,1,-1,-1,70,748296,1828905,1,-1,-1,82,2529333,1606427,89,5197843,1072688,1,-1,-1,83,2685101,1392725,1,-1,-1,69,723847,1679828,1,-1,-1,62,334097,1973086,1,-1,-1,60,295214,1941066,1,-1,-1,70,738950,1465694,43,53500,1989543,65,477587,1607144,60,274721,1436305,1,-1,-1,34,22054,-1,1,-1,-1,66,496394,1282438,40,38518,1989795,1,0,-1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
99 Shower,2025-12-09,1295,16842875,1842134,1,-1,-1,1,-1,-1,1,-1,-1,79,1926961,1778001,90,5358099,1055424,1,-1,-1,86,3644898,1199797,1,-1,-1,69,678494,1715333,1,-1,-1,70,747642,1340888,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,68,631179,1462505,53,141707,1880561,74,1140378,1073364,59,273636,1467349,35,22929,1933812,57,207312,1574318,50,102484,1680391,1,0,-1,0,,0,,0,,13,152629.0,0,,0,,0,,0,,0,,0,,0,,0,,37,161144.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,417300.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
isitacrime,2025-12-09,1295,16923591,1842132,85,3341088,954170,80,2013898,1145334,82,2568439,1543256,84,3020198,1496511,75,1264367,1905388,77,1515754,762552,1,-1,-1,70,790972,1525060,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,57,220759,1483487,1,-1,-1,53,145209,1830512,57,204150,1777694,49,93889,1703476,1,-1,-1,1,-1,-1,1,-1,-1,1,0,-1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,30,398001.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Jighello,2025-12-09,1295,16640219,1842143,57,206225,-1,47,76955,-1,67,595805,-1,53,139210,-1,51,118286,-1,43,51108,-1,66,544399,-1,64,415243,-1,58,241503,-1,59,254578,1941497,91,6267978,300697,83,2720408,883534,54,156532,-1,59,249682,1732523,50,110696,-1,32,17439,-1,69,686518,1428140,85,3406499,409069,41,43022,-1,46,71240,1760771,15,2554,-1,54,160147,1634199,50,104192,1636429,1,0,-1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,25,717540.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,131,792637.0,0,,0,,0,
Ohnomrfrodo,2025-12-09,2108,194338387,275413,91,6294824,681022,83,2753973,949195,99,13629730,480405,99,17986945,472705,99,14908314,463614,95,8919072,223352,99,15388133,290447,99,13182989,236702,91,5908730,378926,95,9347283,320297,90,5348366,379363,99,13036852,367169,99,13047104,209060,99,13101626,97598,80,2134660,681604,92,6632512,217045,90,5502385,188522,87,4340850,363437,72,906638,1173362,81,2382307,775110,84,3072797,277175,85,3352612,345575,99,13159685,76260,1,0,-1,0,,0,,0,,0,,5,1175233.0,0,,0,,0,,0,,99,156406.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,52,326780.0,0,,0,,25,264409.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2784,4316.0,0,,0,,0,,0,,150,170927.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,97698.0,0,,0,,0,,0,,48,619428.0,556,211410.0,53,88643.0,0,,0,
gosha,2025-12-09,2108,193841330,275421,99,13048286,436212,98,11854448,424560,99,13574923,488697,99,15997254,541044,94,8240900,817763,90,5628784,283190,99,15785018,273424,99,21367322,36793,99,13034650,245072,99,13200994,122133,90,5346393,381002,99,13034647,392680,90,5393959,368142,90,5348849,243852,90,5370535,342929,80,2007572,562002,82,2510249,389533,80,1992186,577432,94,7966580,376420,85,3547096,652747,89,4844833,192118,80,1986896,557909,83,2758956,513884,1,0,-1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,16,447352.0,0,,0,,0,,0,,55,429637.0,2534,97869.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,34,267141.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,29,662088.0,453,329188.0,0,,30,234512.0,891,144019.0
Rico Montana,2025-12-09,2108,193927382,275418,99,13512885,328901,94,8180080,512926,99,14084034,428159,99,20997442,383676,99,18767907,336377,86,3969110,361038,94,7959827,833710,99,13053658,352932,99,13034433,252960,99,13100496,159709,91,5957642,329126,92,6517897,520361,86,3635769,459727,85,3471029,393752,82,2476796,613044,90,5574629,264718,83,2870094,351273,81,2299729,519338,97,11538353,250747,99,13329096,256424,86,3599038,254878,84,2951824,388315,84,3045614,388054,1,0,-1,153,213168.0,0,,75,165058.0,0,,32,845772.0,1,,0,,0,,16,346022.0,2,,0,,4,,1,,6,339395.0,0,,1,,1,,1,,1,,0,,0,,9,196872.0,3,,103,241626.0,0,,61,201124.0,6,339194.0,82,353519.0,2266,118208.0,1,,1,,1,,1,218448.0,0,,0,,0,,0,,0,,1,,4,,0,,0,,36,150670.0,0,,0,,0,,3,,0,,2,,1,,0,,1,,0,,0,,491,137254.0,24,197780.0,0,,0,,17,65747.0,4,,0,,0,,62,519559.0,218,564446.0,0,,0,,1,
BillGrump,2025-12-09,2108,194225217,275415,99,13450277,336295,97,11555315,429259,99,14007487,435460,99,21160066,379365,99,17460365,370669,90,5382452,303892,96,10270727,624889,99,13064166,332733,99,13034797,241733,95,9069307,325280,90,5688311,361660,91,5911999,546510,99,13034571,228994,90,5347266,245153,82,2437506,622520,90,5352208,307329,93,7485560,148491,92,6696207,258931,90,5423951,511106,80,2179529,804019,75,1321028,490044,80,2092438,523761,83,2799684,486509,1,0,-1,0,,0,,0,,0,,82,591525.0,8,202868.0,1,,0,,0,,0,,0,,1,,1,,550,38864.0,0,,51,161594.0,528,59149.0,879,38010.0,543,57351.0,0,,0,,0,,497,94863.0,0,,353,63993.0,0,,64,190588.0,91,336124.0,326,453350.0,5,287734.0,64,187316.0,1,,1,259788.0,46,146134.0,4,,0,,0,,500,23757.0,6,441024.0,1,,0,,0,,20,314673.0,0,,0,,0,,3,,60,212009.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,4,,0,,462,199890.0,256,498938.0,0,,0,,4,
nilatshpes0j,2025-12-09,2108,192957463,275429,99,13112608,401338,98,11833238,425025,99,13671629,474471,99,17312349,496978,89,5127464,1078287,81,2383024,510786,99,14111215,361960,99,13937203,136356,94,8305419,304604,87,4258576,542820,99,13094093,120681,99,13077880,245775,87,4140134,421929,89,4995701,257273,99,13449710,98852,84,2997029,436349,77,1576848,606919,84,3109822,434706,96,10558686,276892,99,13158468,296147,84,2980842,281540,81,2392364,470535,85,3373161,299478,1,0,-1,0,,0,,0,,0,,688,63300.0,0,,0,,0,,14,348718.0,0,,0,,7,279024.0,0,,0,,0,,0,,0,,488,90069.0,0,,0,,0,,0,,0,,0,,0,,30,390034.0,0,,0,,1733,171814.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,24,257785.0,0,,0,,535,24737.0,0,,0,,0,,0,,0,,0,,0,,0,,23,302245.0,0,,0,,0,,0,,0,,0,,0,,0,,518,270814.0,0,,6,329152.0,0,
Randivine,2025-12-09,1710,63884543,1025845,89,5175011,806903,81,2391586,1008060,99,13170589,587074,99,13151787,664697,94,8345153,812006,80,1986454,656873,94,8673043,746060,70,781800,1564335,73,1071059,1205356,1,-1,-1,69,711919,1406406,1,-1,-1,70,771233,1264876,71,833700,1105634,70,760919,1413983,58,231377,1445229,71,895127,1100553,75,1224479,784337,73,1050012,1105430,70,777782,1217208,58,245984,1104397,70,794270,1032249,65,451593,1178683,1,0,-1,0,,0,,0,,0,,0,,0,,0,,0,,0,,31,237183.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,9,493818.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,201205.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,40,149475.0,25,130743.0,0,,0,,0,,0,,0,,50,578396.0,0,,16,106201.0,0,,0,
Zerking0ff,2025-12-09,1710,63541098,1025852,82,2558555,1086516,74,1127131,1546127,90,5538231,1135780,95,8913225,883740,99,13062355,611541,75,1210466,943913,99,13171446,465311,80,1988110,999160,1,-1,-1,84,3071608,646598,64,407123,1800145,80,1989728,1058725,80,1987117,706599,80,1986173,592732,1,-1,-1,80,1986424,576443,70,744726,1345251,53,145413,1828348,65,456488,1470492,63,394543,1397949,40,41014,1703266,54,150980,1649687,80,1987749,730579,1,0,-1,0,,0,,0,,0,,30,859826.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,7,507695.0,0,,0,,0,,0,,17,642144.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,100,926225.0,0,,0,,0,
Venaki,2025-12-09,1710,63195844,1025857,92,7022880,641629,90,5516891,664639,99,13035599,698498,96,10381654,794862,90,5679030,1008611,77,1484683,814678,94,8021863,817882,70,770949,1636249,70,773578,1570552,65,459407,1608385,1,-1,-1,1,-1,-1,81,2346160,616643,63,391358,1530882,71,861991,1276083,70,770493,1003098,71,895249,1100457,65,467348,1222149,65,473541,1456292,70,771800,1222190,46,73599,1509339,70,738745,1140302,79,1808302,738590,1,0,-1,0,,0,,0,,0,,133,442227.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,11,1671529.0,0,,0,,0,
Solar2YHH,2025-12-09,1710,63785944,1025847,70,778464,1933935,70,813025,1696488,99,14214122,416532,96,9768710,829383,99,14093394,507677,70,747706,1356643,95,9270591,686580,72,903444,1355425,1,-1,-1,65,454509,1616529,65,457029,1709772,75,1262915,1260699,71,817691,1189285,72,991237,926004,70,808410,1339870,62,343836,1271868,72,917450,1070130,71,837693,1041979,70,811829,1227860,72,983314,1075135,61,320934,966406,67,604340,1210280,85,3305115,322135,1,0,-1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,131492.0,0,,0,,0,,0,,0,,0,,0,,0,,0,
